filename,url,query
00000.jpg,https://tse4.mm.bing.net/th/id/OIP.wCsWisNl1SX7_XaH7j2XHwAAAA?w=193&h=153&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00001.jpg,https://tse1.mm.bing.net/th/id/OIP.6mvrUFKIn6K9FiOl817B3AHaE8?w=246&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00002.jpg,https://tse4.mm.bing.net/th/id/OIP.fHrC_o_JNDxI41bT6NVfmwHaJT?w=130&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00003.jpg,https://tse1.mm.bing.net/th/id/OIP.69N0icsDdLF4u_V23sBpuAHaFc?w=223&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00004.jpg,https://tse4.mm.bing.net/th/id/OIP.LYbmqIBFDX7kjyjYiuDfTAAAAA?w=239&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00005.jpg,https://tse2.mm.bing.net/th/id/OIP.PmYZwED7JwM4ybHCRMScrQHaFc?w=231&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00006.jpg,https://tse2.mm.bing.net/th/id/OIP.z4Yoh6klQIaX8dZA7gH1JgAAAA?w=227&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00007.jpg,https://tse4.mm.bing.net/th/id/OIP.4_yYjgo3Z8y4-9AjOSKw7AHaFj?w=193&h=180&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00008.jpg,https://tse1.mm.bing.net/th/id/OIP.BuLHEiZ_uxadJWJwKXUCzgHaHa?w=219&h=219&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00009.jpg,https://tse2.mm.bing.net/th/id/OIP.v_g25jUQuWIGyGmzkV03vQHaHa?w=219&h=219&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00010.jpg,https://tse1.mm.bing.net/th/id/OIP.de8SgjQwASdiEf0fbUUgagHaHa?w=219&h=219&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00011.jpg,https://tse4.mm.bing.net/th/id/OIP.zTGX6sJHgeF9emFw9HD2ZwHaJ4?w=163&h=219&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00012.jpg,https://tse2.mm.bing.net/th/id/OIP.QQuZpa0Usnx9C66mvLgEggDQEr?w=152&h=219&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00013.jpg,https://tse1.mm.bing.net/th/id/OIP.Iajyp04V0pmnQtqYqjhqdgHaHa?w=189&h=189&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
00014.jpg,https://tse2.mm.bing.net/th/id/OIP.BbYeBk_mbpHwV21ZvAzB3QHaHH?w=198&h=189&c=7&r=0&o=5&pid=1.7,Bhil Painting Madhya Pradesh
