epoch,train_loss,train_acc,train_macro_f1,val_acc,val_macro_f1,val_kappa,time_s
0,1.0467876073254168,0.7484023203224855,0.7543092776888098,0.03441903441903442,0.0022382454559110713,0.0,386.09746265411377
1,0.10573361451450572,0.9787631501327303,0.9786807669565434,0.03441903441903442,0.002218252195920798,0.0,492.0453476905823
2,0.05174362006942806,0.9881034313243535,0.9881229571282246,0.05751905751905752,0.01884836054270834,0.024128755650787204,472.7257513999939
3,0.039421266966950405,0.9911021531806116,0.9910580059511342,0.03441903441903442,0.0022704761904761904,0.00010907768353474179,646.5206062793732
4,0.025511314317715097,0.993412643791171,0.9933728355634273,0.25386925386925385,0.23759221611876088,0.22734497465644976,648.0763115882874
5,0.01845104696628866,0.9954281781535739,0.9954373691227656,0.5726495726495726,0.5461299570927048,0.5575507249187173,844.8235783576965
6,0.014953598331673944,0.996214728148658,0.99620090371563,0.04042504042504042,0.0052606131008056,0.0062200956937799035,855.2515330314636
7,0.01635848878408378,0.9955264969029594,0.9955208285357374,0.036036036036036036,0.009731527572554969,0.0016746411483253842,716.4403159618378
8,0.012702681889421447,0.9971487562678203,0.9971686777985417,0.028644028644028645,0.004268958066129164,-0.005980861244019309,703.7013149261475
9,0.01512030607569705,0.9959197719005014,0.9959438339708265,0.0954030954030954,0.05105710919416807,0.06320899180695694,544.0221416950226
10,0.009288588755488771,0.9978861468882115,0.9978735022439066,0.10279510279510279,0.04846083342197445,0.07081339712918677,977.1016855239868
11,0.00674936206244026,0.9983777406351391,0.9983516074896461,0.029568029568029567,0.00194647201946472,-0.004945616946359754,279.4036250114441
12,0.004063474215153801,0.9990659718808377,0.9990725817029804,0.3795333795333795,0.4183434449097806,0.35742628195669846,241.40624284744263
13,0.005633896637428625,0.9984269000098319,0.9984453946399163,0.7699237699237699,0.7505695086592638,0.7618282721170009,242.90321612358093
14,0.00533089093680372,0.9985743781339101,0.9985603406639476,0.07276507276507277,0.05557647665462298,0.039727883758074234,242.14474320411682
15,0.002421528685640938,0.9994592468783797,0.9994555039471472,0.18757218757218758,0.1713619790237049,0.15923481724030253,249.52997398376465
16,0.006898920194984636,0.9979844656375971,0.9979911907559563,0.325017325017325,0.31238724164157294,0.30100051126337757,247.6545913219452
17,0.004687621378641482,0.9987218562579884,0.9987217370982218,0.07553707553707553,0.05674691175880498,0.042986418590591935,239.78007650375366
18,0.0018680686681712948,0.9994592468783797,0.9994603543721249,0.8653268653268653,0.8605516426613573,0.860535009605253,245.86837649345398
19,0.0031398416638854635,0.9991151312555304,0.9991194593779974,0.0431970431970432,0.00587950020158294,0.009090909090909038,242.91525650024414
20,0.00215397733585827,0.9995575656277652,0.9995650540608005,0.12358512358512358,0.08938092084121897,0.09245764436985593,240.52367901802063
21,0.0008927382621424509,0.9999508406253073,0.999947241129915,0.1379071379071379,0.09974638957013623,0.10726746503974971,246.15908813476562
22,0.0008670308117596609,0.9997542031265362,0.9997593179946972,0.9780549780549781,0.9658466203654255,0.9772743210022673,241.5381064414978
23,0.0010026888048741966,0.9997542031265362,0.9997550435982786,0.23515823515823517,0.19865244320801376,0.20790708099725552,242.6472237110138
24,0.0008200920916957936,0.9998525218759218,0.9998485058695121,0.8151998151998152,0.8156383947123438,0.8086258610717251,244.95475149154663
25,0.0011743884640151845,0.9999508406253073,0.9999495609378842,0.3813813813813814,0.3750971557100389,0.3595746666041325,264.62779211997986
26,0.00038275412050023296,0.9999508406253073,0.9999508336256665,0.9794409794409794,0.969566575025928,0.9787092952683399,354.37099957466125
27,0.0002992850605328128,0.9999508406253073,0.9999501402724061,0.042735042735042736,0.00921975535612924,0.008612440191387516,310.8899624347687
28,0.0003198010164348071,0.9999016812506145,0.9999042026810441,0.5788865788865789,0.5815019619565677,0.5638993851031877,240.191472530365
29,0.00035288970194992744,0.9999016812506145,0.9999025893108414,0.9745899745899745,0.9636422637674494,0.9736858508689157,239.27321553230286
30,0.00013250654287477037,0.9999508406253073,0.9999505241667239,0.9799029799029799,0.9700059622328057,0.9791877380712986,240.17018342018127
31,8.261344237611834e-05,1.0,1.0,0.9803649803649803,0.9680657325578055,0.9796664977388708,237.0502803325653
32,0.00014907506487841875,0.9999508406253073,0.999951195679067,0.9792099792099792,0.9693416195012176,0.9784700738668606,326.02970910072327
33,5.626803974348676e-05,1.0,1.0,0.9782859782859783,0.9671831364945143,0.9775133634698007,479.7762129306793
34,0.0003764625780368593,0.9999016812506145,0.9999024855843058,0.9787479787479787,0.9689083134981421,0.977991631063902,463.84454679489136
35,0.00010519315317811652,0.9999508406253073,0.9999524418901465,0.9796719796719797,0.9697945793904179,0.9789485166698193,447.0492362976074
36,5.206038824981193e-05,1.0,1.0,0.9794409794409794,0.9710426060019913,0.9787091293765176,474.1371719837189
37,5.1929245891410834e-05,1.0,1.0,0.9796719796719797,0.9697883433407006,0.9789485166698193,578.006668806076
38,4.941694334057221e-05,1.0,1.0,0.9801339801339801,0.9717136765999677,0.9794267991728147,987.1225576400757
39,5.878135135939168e-05,1.0,1.0,0.9799029799029799,0.9715073067706969,0.9791875759073823,313.0012135505676
