epoch,train_loss,train_acc,train_macro_f1,val_acc,val_macro_f1,val_kappa,time_s
0,0.10440923612267415,0.9771809523809524,0.9771537325512476,0.11882510013351134,0.1024829327108827,0.08843975875880483,709.6409647464752
1,0.03343389397243005,0.9918380952380952,0.9918368194290811,0.05740987983978638,0.030696974945621274,0.02490677224805471,818.7256588935852
2,0.026002820145331965,0.9936857142857143,0.9936841657938358,0.3574098798397864,0.32865702172968303,0.3352515998342618,826.3421556949615
3,0.018660355630596915,0.9950666666666667,0.9950637887713317,0.06728971962616823,0.05134969269457581,0.035127296165001654,844.6527602672577
4,0.017282017310859953,0.9953428571428572,0.9953448946157503,0.5036938139741878,0.5325333437619971,0.4865798075595046,938.6934859752655
5,0.014099281264206827,0.9960857142857142,0.9960851375105442,0.7999109924343569,0.8201425063105098,0.7930113714838175,932.0175175666809
6,0.010493308530483646,0.9973904761904762,0.997389334402103,0.5641299510458389,0.5719411001312226,0.5490999493577644,949.7788684368134
7,0.008939988185843994,0.9974380952380952,0.9974389337276137,0.9931464174454828,0.9931499125163017,0.9929100870125684,953.7197377681732
8,0.008355514228679943,0.997647619047619,0.9976453869040558,0.9930129060970182,0.9930182448957969,0.9927719718245016,957.0200664997101
9,0.008125883277952852,0.9978095238095238,0.9978078428439802,0.08865153538050734,0.07950958521822521,0.05722572625569722,927.6469614505768
10,0.00525683789451009,0.9984285714285714,0.9984291190560715,0.5639519359145527,0.6282132450325524,0.5489157957736752,905.7231335639954
11,0.004829518618442386,0.9985047619047619,0.9985054257051824,0.09862038273253226,0.08545873075238249,0.06753832696468842,906.3608903884888
12,0.0037053190058211885,0.9989238095238095,0.9989231635956449,0.9942145082331998,0.9942157594309898,0.9940150085171032,902.1422026157379
13,0.0033861136269380523,0.9990380952380953,0.9990404520572385,0.9946150422785937,0.9946144235893569,0.9944293540813038,900.0954236984253
14,0.0023508571124636205,0.9991904761904762,0.9991922828745313,0.994971072541166,0.9949714270573887,0.9947976612494821,902.0883839130402
15,0.002449436216529443,0.9993047619047619,0.9993048587750624,0.9945260347129506,0.9945270336762152,0.9943372772892592,941.6205806732178
16,0.002016574234033706,0.9994285714285714,0.9994281090291891,0.9950600801068091,0.9950612198744216,0.9948897380415266,939.6579737663269
17,0.001766515576770435,0.9995142857142857,0.9995118999126373,0.9950155763239875,0.9950133969320472,0.9948436996455043,999.4522595405579
18,0.0015471353082668483,0.9996095238095238,0.9996088627671657,0.9953716065865599,0.9953711722482439,0.9952120068136826,951.168310880661
19,0.0009875582391481294,0.9996761904761905,0.9996777436167802,0.9955941255006675,0.9955948554160973,0.995442198793794,964.0108232498169
20,0.0009312061519157153,0.9996,0.9995991331464998,0.9953271028037384,0.9953263693469201,0.9951659684176604,991.8265902996063
21,0.0006286119389541261,0.999752380952381,0.9997528501883441,0.9956386292834891,0.9956381242488711,0.9954882371898163,980.4314296245575
22,0.0005405976208316197,0.9997809523809523,0.9997807014778544,0.9958611481975967,0.9958600851774438,0.9957184291699277,985.3683753013611
23,0.0004015543749516218,0.9998285714285714,0.9998293894507829,0.9957721406319537,0.9957711296068589,0.9956263523778831,955.6061737537384
24,0.00042566339134044,0.9998380952380952,0.9998391369502002,0.9954606141522029,0.9954601332981207,0.9953040836057272,976.7626855373383
25,0.00046423490180212283,0.9998285714285714,0.9998271813821213,0.9958611481975967,0.9958596976142474,0.9957184291699277,938.3900630474091
26,0.0003396854165539663,0.9998476190476191,0.9998465968780396,0.9957276368491321,0.9957266575263798,0.9955803139818609,797.9052586555481
27,0.000262795743747574,0.9998666666666667,0.9998668098236259,0.9958166444147752,0.9958152509603885,0.9956723907739055,640.6431572437286
28,0.00022940815294173925,0.9999142857142858,0.9999140494291965,0.9959056519804184,0.9959040276885947,0.99576446756595,633.732522726059
29,0.0002707635801078923,0.9998952380952381,0.9998954415116409,0.9957721406319537,0.9957711033484777,0.9956263523778831,721.9674549102783
