epoch,train_loss,train_acc,train_macro_f1,val_acc,val_macro_f1,val_kappa,time_s
0,3.324320608919317,0.08787010506208214,0.06322113314986345,0.016706443914081145,0.0021165305076977004,-0.00628974811861327,120.49938607215881
1,2.8019258072881987,0.31470869149952246,0.2757973141346948,0.050119331742243436,0.0338318673466107,0.017683372210833825,120.01701998710632
2,1.8231488195332615,0.5530085959885387,0.5332879088387183,0.05250596658711217,0.015345036689736474,0.021586584555298827,131.9061279296875
3,1.111972855799126,0.7158548233046801,0.7018903053157437,0.01909307875894988,0.006569149248645918,-0.006381598555374346,125.09938669204712
4,0.7713127334912618,0.8137535816618912,0.8127815501854153,0.021479713603818614,0.005699346405228758,0.002363571955376731,112.37890839576721
5,0.5069507782657942,0.8787010506208214,0.8788144193110953,0.05250596658711217,0.019907517813558595,0.019995640314132923,113.38502287864685
6,0.31882848658344964,0.9312320916905444,0.9310098244968636,0.081145584725537,0.04391542346932838,0.05055766457726352,110.78084421157837
7,0.2119059869737336,0.9527220630372493,0.9524668633919526,0.03818615751789976,0.007604217356042174,0.005536022426780307,112.09118723869324
8,0.15830873348044627,0.9646609360076409,0.9632204037167926,0.03818615751789976,0.004463018451348368,0.007044779630119624,110.60360217094421
9,0.13405632882407217,0.9713467048710601,0.9709830663601593,0.07637231503579953,0.039917034583200624,0.04783910745742803,110.35831713676453
10,0.08594900606708093,0.9842406876790831,0.9840412099764054,0.1718377088305489,0.12640866628813638,0.14379011836758748,112.16825127601624
11,0.06789869245028857,0.9866284622731614,0.9867282702638988,0.031026252983293555,0.013153242429047089,0.010205506551539623,111.68949866294861
12,0.05127163440214865,0.9923591212989494,0.992272137500661,0.03818615751789976,0.005923501919990067,0.006980546211568628,112.13959407806396
13,0.04922706072190494,0.9923591212989494,0.9923798463441039,0.23627684964200477,0.22603461070569694,0.209340724141998,117.76011347770691
14,0.03231831690804525,0.994269340974212,0.9942649012184349,0.2315035799522673,0.21012526856813885,0.20536439989162836,118.4305191040039
15,0.0424182006355488,0.9947468958930277,0.9945242771065469,0.17422434367541767,0.18423015460787173,0.15233267261894323,121.90346693992615
16,0.04182851026681336,0.9918815663801337,0.9917830561808294,0.021479713603818614,0.005696400625978091,0.0023983322009487607,125.28098678588867
17,0.021548434019540295,0.9976122254059216,0.9976805056427384,0.26014319809069214,0.21425173654849786,0.23443255827660392,124.66146230697632
18,0.014077062930234453,0.9995224450811844,0.9994451645178162,0.5632458233890215,0.5611021760771213,0.5481561361948875,114.78980350494385
19,0.01761508027486729,0.9980897803247374,0.9980621922883407,0.3221957040572792,0.2973900306826737,0.29953732590857174,116.14813160896301
20,0.016521792068625942,0.9961795606494747,0.9961005569283629,0.11217183770883055,0.11105466631044289,0.08488428073224297,112.32896685600281
21,0.01600552597224261,0.9976122254059216,0.9976174885281537,0.6945107398568019,0.6872985324364161,0.6839208151863224,116.67584681510925
22,0.010521803897890177,0.9990448901623686,0.9990838047030528,0.45823389021479716,0.47054052970226723,0.44066311468661423,113.58457112312317
23,0.008643503456066052,0.9995224450811844,0.9995843176742445,0.3937947494033413,0.4143009497324936,0.37574200511484945,118.88713383674622
24,0.011830309899806074,0.997134670487106,0.9971669335679595,0.7374701670644391,0.7359862061765591,0.7284990574929313,121.28590607643127
25,0.012471748741738724,0.997134670487106,0.9971854310245494,0.5632458233890215,0.5611295270868869,0.5481561361948875,130.73421716690063
26,0.010561908549403377,0.9980897803247374,0.9981300272636596,0.6252983293556086,0.6278438797735554,0.6123114097123998,120.15376281738281
27,0.007325655371515137,0.9995224450811844,0.9995522500187816,0.7995226730310262,0.788070926145773,0.7925314627604705,116.17401194572449
28,0.007143107920207761,0.998567335243553,0.9986658818106805,0.7875894988066826,0.7808127229676339,0.7801536348254658,119.17019534111023
29,0.00850122226543273,0.9995224450811844,0.9994883423454852,0.8138424821002387,0.8085307228339301,0.8073313368076025,119.54666471481323
30,0.005710549560855284,1.0,1.0,0.801909307875895,0.7975560634963109,0.7949868244975918,117.08338022232056
31,0.006303853002574408,0.998567335243553,0.9985971987254348,0.8066825775656324,0.7995700488552167,0.7999269010157222,116.40866351127625
32,0.006467293552828558,1.0,1.0,0.8066825775656324,0.7994916895029056,0.7999245420943106,114.34867644309998
33,0.005659268830310215,0.9995224450811844,0.9995237852271374,0.7971360381861575,0.7922111122118316,0.7900417970983735,115.46412086486816
34,0.00533871898060721,1.0,1.0,0.8114558472553699,0.8039504734090345,0.8048658272024146,114.56924057006836
35,0.006218797781250693,1.0,1.0,0.8042959427207638,0.798002884089091,0.7974616386755249,120.95159649848938
36,0.005250013542756664,1.0,1.0,0.8066825775656324,0.8037324567540625,0.7999658151898436,115.58561491966248
37,0.00606820373937036,0.9995224450811844,0.9994484330484331,0.8138424821002387,0.8049000410320395,0.8073177058768041,116.07319188117981
38,0.005221663974225521,1.0,1.0,0.8114558472553699,0.8042138668363903,0.8048715787239813,115.3601427078247
39,0.005978123821092375,0.9995224450811844,0.9995037673544597,0.8114558472553699,0.8055300261401847,0.8048669775338525,115.4064474105835
