epoch,train_loss,train_acc,train_macro_f1,val_acc,val_macro_f1,val_kappa,time_s
0,1.8677489721413814,0.5214899713467048,0.5184300087463506,0.18138424821002386,0.13460765483556938,0.1533259103468183,105.83043336868286
1,0.4409909415425676,0.8925501432664756,0.8903001255164618,0.6945107398568019,0.688156813927825,0.6837959578331723,101.81791234016418
2,0.17690048479672635,0.9637058261700095,0.9645422872282744,0.5298329355608592,0.5065093726127994,0.5133823824177897,101.15604090690613
3,0.0767970947040753,0.9847182425978988,0.984735051643239,0.5799522673031027,0.5727564503739779,0.565618962348617,99.95631122589111
4,0.061608158334186584,0.9885386819484241,0.9882750962681394,0.8305489260143198,0.8262307055899991,0.8246427897764783,100.40323877334595
5,0.04285578215212533,0.9933142311365807,0.9934179103653376,0.8042959427207638,0.7973725556064065,0.7974628326200497,103.994300365448
6,0.025389069352637638,0.9966571155682904,0.9964007208353783,0.7732696897374701,0.765835837708796,0.7653657300158565,108.36327528953552
7,0.014082174677627556,0.9976122254059216,0.9978887089723926,0.45346062052505964,0.46371313961633576,0.4349807736472362,104.72882747650146
8,0.008768880062482574,1.0,1.0,0.847255369928401,0.8390766809715642,0.841911027790551,111.33267831802368
9,0.007349093585754886,0.9995224450811844,0.9994847097528587,0.8305489260143198,0.822586492001949,0.8246148766956922,123.62594866752625
10,0.004457664520790179,0.9995224450811844,0.9994834813357968,0.8329355608591885,0.8291556757213042,0.8271044564961094,114.57101798057556
11,0.004515679496707338,0.9995224450811844,0.9994532212885154,0.6992840095465394,0.6822292411578862,0.6886907604946135,115.23191428184509
12,0.004675356050332387,0.9990448901623686,0.999079895039491,0.7422434367541766,0.7216405712187992,0.7332327227924141,116.14259600639343
13,0.002600878089045485,1.0,1.0,0.8400954653937948,0.8362519644056756,0.8345230446392258,114.90474772453308
14,0.005981839713499401,0.9990448901623686,0.9990618062788277,0.7995226730310262,0.7914473614784266,0.7924862034809679,151.8780858516693
15,0.003330662324460167,1.0,1.0,0.8400954653937948,0.8331001396699576,0.8345269461783759,230.6122226715088
16,0.0034862903130212517,0.9990448901623686,0.9991148064163937,0.8329355608591885,0.827160848443479,0.827107514014725,278.2374646663666
17,0.004963108874631651,0.9995224450811844,0.9995698208511996,0.8090692124105012,0.8031726800918497,0.8024027635317559,295.446576833725
18,0.005385311997749589,0.998567335243553,0.9983558390825725,0.720763723150358,0.7132813232260027,0.7111962060738166,221.85555791854858
19,0.005676694637672467,0.9990448901623686,0.9990138808682723,0.8042959427207638,0.7986719600422781,0.7974664143691679,203.12416768074036
20,0.0028153426775878124,1.0,1.0,0.8329355608591885,0.8271354163142643,0.8271115905379995,273.27743196487427
21,0.001986844211139462,1.0,1.0,0.8305489260143198,0.8266397733307154,0.8246510586127223,278.9011504650116
22,0.003731689387650201,0.9995224450811844,0.9995304931475144,0.8186157517899761,0.8112403815760341,0.8122892645775861,279.06352829933167
23,0.006132166120082591,0.9990448901623686,0.9990892111655574,0.801909307875895,0.7925131167257605,0.7950097847358122,263.9955677986145
24,0.0032428245370586715,0.9995224450811844,0.9995397298277139,0.8257756563245824,0.8179830158161834,0.8197031500518721,270.6612904071808
25,0.001819328320297328,1.0,1.0,0.8305489260143198,0.8242694077506832,0.8246572597281654,266.75629210472107
26,0.0014821169439308119,1.0,1.0,0.8233890214797136,0.8142683287798183,0.8172171688291783,268.4681820869446
27,0.002151439248612433,1.0,1.0,0.8400954653937948,0.833884100477001,0.8345162165029887,262.6671280860901
28,0.0016261271948954372,1.0,1.0,0.8233890214797136,0.8146637721351043,0.8172107034847047,266.03964376449585
29,0.002036153924453891,1.0,1.0,0.8114558472553699,0.8004560004943765,0.8048865310934277,262.2664668560028
30,0.001365829294434551,1.0,1.0,0.8090692124105012,0.7989354230812326,0.8024423593757367,260.2981855869293
31,0.000924557623820323,1.0,1.0,0.8233890214797136,0.8130681965151018,0.8172365621187025,265.4320740699768
32,0.0010369299173665543,1.0,1.0,0.8186157517899761,0.8106324187354962,0.8122815187724377,261.9757750034332
33,0.0008031487867066807,1.0,1.0,0.8114558472553699,0.8008219129217454,0.8048842308780534,259.693909406662
34,0.0013395846736702051,1.0,1.0,0.8066825775656324,0.7982005123695892,0.7999504871708724,257.55356311798096
35,0.000837855508452225,1.0,1.0,0.8210023866348448,0.8112032628826289,0.8147525908110211,259.87077736854553
36,0.0008667349501400057,1.0,1.0,0.801909307875895,0.7927268907982664,0.7950134095664732,270.09218645095825
37,0.001019191593072857,1.0,1.0,0.8162291169451074,0.8073841667424393,0.8098294754587305,271.49904108047485
38,0.0007745081798709704,1.0,1.0,0.8186157517899761,0.8095979541853662,0.8122826253551682,240.05011582374573
39,0.0008615157796267533,1.0,1.0,0.8090692124105012,0.7987523284650135,0.8024213988470652,106.75708365440369
