filename,url,query
00000.jpg,https://thfvnext.bing.com/th/id/OIP.Qq2rdqCxbcIcM3djOpTafwHaEu?w=288&h=184&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00001.jpg,https://thfvnext.bing.com/th/id/OIP.VsxX-An0PElmwajaJ5erNwHaJy?w=140&h=184&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00002.jpg,https://thfvnext.bing.com/th/id/OIP.JPeA5mLgnJa85r_8-KXGmwHaFj?w=245&h=184&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00003.jpg,https://thfvnext.bing.com/th/id/OIP.XN3RCa7_rPPJq1RVzrKc0AHaFj?w=246&h=184&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00004.jpg,https://thfvnext.bing.com/th/id/OIP.tfenHLjW2ZGVPNwYVz_MJAHaGk?w=204&h=181&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00005.jpg,https://thfvnext.bing.com/th/id/OIP.eN_MSGAUbZvKkPgidGuHxwHaEO?w=318&h=181&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00006.jpg,https://thfvnext.bing.com/th/id/OIP.XqR4elBWWw4un-yMyEIa-AHaLH?w=121&h=181&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00007.jpg,https://thfvnext.bing.com/th/id/OIP.uqEfggJDjrDR-6V-pFkgzwHaKV?w=130&h=181&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00008.jpg,https://thfvnext.bing.com/th/id/OIP.mmVRCzLsmoRD1vEwJjsvPQHaJE?w=179&h=219&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00009.jpg,https://thfvnext.bing.com/th/id/OIP.xolPHOhGa9g2Pr44i3p7PAHaHa?w=219&h=219&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00010.jpg,https://thfvnext.bing.com/th/id/OIP.QjHE6vU6d-B1vuz8Glc-aQHaLh?w=141&h=219&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00011.jpg,https://thfvnext.bing.com/th/id/OIP.7rn_u3BI_sWtYPbJXswB-QHaHg?w=215&h=219&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00012.jpg,https://thfvnext.bing.com/th/id/OIP.J-aayRic8osK1-uGk8kNLAHaHa?w=218&h=219&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00013.jpg,https://thfvnext.bing.com/th/id/OIP.gCYngcRDbhVJhBiJq7BENwHaJL?w=163&h=202&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00014.jpg,https://thfvnext.bing.com/th/id/OIP.7XUtC25nydA2hFt5gfCZZwHaKd?w=143&h=202&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00015.jpg,https://thfvnext.bing.com/th/id/OIP.NF78zWw_ynPGUje1LXxZawHaE7?w=304&h=202&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00016.jpg,https://thfvnext.bing.com/th/id/OIP.sQPlVjHsQHW70SIPZKLXZgHaHa?w=156&h=180&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00017.jpg,https://thfvnext.bing.com/th/id/OIP.Nek9OLRuoHii-3e6x8rsMgHaLH?w=115&h=180&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00018.jpg,https://thfvnext.bing.com/th/id/OIP.FCoZLDD0FGz7CyrvYD_D0gHaE8?w=236&h=180&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00019.jpg,https://thfvnext.bing.com/th/id/OIP.OybAlHebnD-q43UPVE_MlAHaK5?w=132&h=194&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00020.jpg,https://thfvnext.bing.com/th/id/OIP.GPZWaGmBbMemJy6q8IU2_gHaE8?w=291&h=194&c=7&r=0&o=5&cb=thfvnext&pid=1.7,Kalamkari Painting Andhra Telangana
00021.jpg,https://thvnext.bing.com/th/id/OIP.Qq2rdqCxbcIcM3djOpTafwHaEu?w=288&h=184&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00022.jpg,https://thvnext.bing.com/th/id/OIP.VsxX-An0PElmwajaJ5erNwHaJy?w=140&h=184&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00023.jpg,https://thvnext.bing.com/th/id/OIP.JPeA5mLgnJa85r_8-KXGmwHaFj?w=245&h=184&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00024.jpg,https://thvnext.bing.com/th/id/OIP.XN3RCa7_rPPJq1RVzrKc0AHaFj?w=246&h=184&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00025.jpg,https://thvnext.bing.com/th/id/OIP.tfenHLjW2ZGVPNwYVz_MJAHaGk?w=204&h=181&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00026.jpg,https://thvnext.bing.com/th/id/OIP.eN_MSGAUbZvKkPgidGuHxwHaEO?w=318&h=181&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00027.jpg,https://thvnext.bing.com/th/id/OIP.XqR4elBWWw4un-yMyEIa-AHaLH?w=121&h=181&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00028.jpg,https://thvnext.bing.com/th/id/OIP.uqEfggJDjrDR-6V-pFkgzwHaKV?w=130&h=181&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00029.jpg,https://thvnext.bing.com/th/id/OIP.mmVRCzLsmoRD1vEwJjsvPQHaJE?w=179&h=219&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00030.jpg,https://thvnext.bing.com/th/id/OIP.xolPHOhGa9g2Pr44i3p7PAHaHa?w=219&h=219&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00031.jpg,https://thvnext.bing.com/th/id/OIP.QjHE6vU6d-B1vuz8Glc-aQHaLh?w=141&h=219&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00032.jpg,https://thvnext.bing.com/th/id/OIP.7rn_u3BI_sWtYPbJXswB-QHaHg?w=215&h=219&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00033.jpg,https://thvnext.bing.com/th/id/OIP.J-aayRic8osK1-uGk8kNLAHaHa?w=218&h=219&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00034.jpg,https://thvnext.bing.com/th/id/OIP.gCYngcRDbhVJhBiJq7BENwHaJL?w=163&h=202&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00035.jpg,https://thvnext.bing.com/th/id/OIP.7XUtC25nydA2hFt5gfCZZwHaKd?w=143&h=202&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00036.jpg,https://thvnext.bing.com/th/id/OIP.NF78zWw_ynPGUje1LXxZawHaE7?w=304&h=202&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00037.jpg,https://thvnext.bing.com/th/id/OIP.sQPlVjHsQHW70SIPZKLXZgHaHa?w=156&h=180&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00038.jpg,https://thvnext.bing.com/th/id/OIP.Nek9OLRuoHii-3e6x8rsMgHaLH?w=115&h=180&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00039.jpg,https://thvnext.bing.com/th/id/OIP.FCoZLDD0FGz7CyrvYD_D0gHaE8?w=236&h=180&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00040.jpg,https://thvnext.bing.com/th/id/OIP.OybAlHebnD-q43UPVE_MlAHaK5?w=132&h=194&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00041.jpg,https://thvnext.bing.com/th/id/OIP.GPZWaGmBbMemJy6q8IU2_gHaE8?w=291&h=194&c=7&r=0&o=5&cb=ucfimgc2&pid=1.7,Kalamkari Painting Andhra Telangana
00042.jpg,https://thf.bing.com/th/id/OIP.Qq2rdqCxbcIcM3djOpTafwHaEu?w=288&h=184&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00043.jpg,https://thf.bing.com/th/id/OIP.VsxX-An0PElmwajaJ5erNwHaJy?w=140&h=184&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00044.jpg,https://thf.bing.com/th/id/OIP.JPeA5mLgnJa85r_8-KXGmwHaFj?w=245&h=184&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00045.jpg,https://thf.bing.com/th/id/OIP.XN3RCa7_rPPJq1RVzrKc0AHaFj?w=246&h=184&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00046.jpg,https://thf.bing.com/th/id/OIP.tfenHLjW2ZGVPNwYVz_MJAHaGk?w=204&h=181&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00047.jpg,https://thf.bing.com/th/id/OIP.eN_MSGAUbZvKkPgidGuHxwHaEO?w=318&h=181&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00048.jpg,https://thf.bing.com/th/id/OIP.XqR4elBWWw4un-yMyEIa-AHaLH?w=121&h=181&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00049.jpg,https://thf.bing.com/th/id/OIP.uqEfggJDjrDR-6V-pFkgzwHaKV?w=130&h=181&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00050.jpg,https://thf.bing.com/th/id/OIP.mmVRCzLsmoRD1vEwJjsvPQHaJE?w=179&h=219&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00051.jpg,https://thf.bing.com/th/id/OIP.xolPHOhGa9g2Pr44i3p7PAHaHa?w=219&h=219&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00052.jpg,https://thf.bing.com/th/id/OIP.QjHE6vU6d-B1vuz8Glc-aQHaLh?w=141&h=219&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00053.jpg,https://thf.bing.com/th/id/OIP.7rn_u3BI_sWtYPbJXswB-QHaHg?w=215&h=219&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00054.jpg,https://thf.bing.com/th/id/OIP.J-aayRic8osK1-uGk8kNLAHaHa?w=218&h=219&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
00055.jpg,https://thf.bing.com/th/id/OIP.gCYngcRDbhVJhBiJq7BENwHaJL?w=163&h=202&c=7&r=0&o=5&cb=thfc1&pid=1.7&ucfimg=1,Kalamkari Painting Andhra Telangana
