filename,url,query
00000.jpg,https://tse4.mm.bing.net/th/id/OIP.I3iQthL1Nl__oY5BL8a21wHaHC?w=195&h=185&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00001.jpg,https://tse4.mm.bing.net/th/id/OIP.xILk3aNyQ6wS_vg_Ev6pTwAAAA?w=187&h=185&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00002.jpg,https://tse2.mm.bing.net/th/id/OIP.XJwBQn4Hx2SfKvgs5D-jJQAAAA?w=139&h=185&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00003.jpg,https://tse3.mm.bing.net/th/id/OIP.2f_v5bargIgKVdlVq3BcbAHaFj?w=247&h=185&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00004.jpg,https://tse1.mm.bing.net/th/id/OIP.gv8pLqNs7sURyuMNMm5-5QHaDT?w=289&h=155&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00005.jpg,https://tse3.mm.bing.net/th/id/OIP.BHvVgRv044TFe0a5fTIdtgHaO0?w=115&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00006.jpg,https://tse3.mm.bing.net/th/id/OIP.SslvBUrP5QFU5Z2lzzEvEwAAAA?w=223&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00007.jpg,https://tse4.mm.bing.net/th/id/OIP.GTShTGun7CfVsHoWLln0sgAAAA?w=263&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00008.jpg,https://tse2.mm.bing.net/th/id/OIP.TGckV05W10YvQJb1GyHtAAHaGN?w=206&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00009.jpg,https://tse2.mm.bing.net/th/id/OIP.IaRgEkhemJ6zItw6mIkohQHaEE?w=313&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00010.jpg,https://tse4.mm.bing.net/th/id/OIP.emZeu5wNtFndAARKcff1eAHaFE?w=252&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00011.jpg,https://tse2.mm.bing.net/th/id/OIP.YXF_abWmi2kLKzx9_MqR9QHaGG?w=209&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00012.jpg,https://tse1.mm.bing.net/th/id/OIP.tWskcS1Twb3-R2dwPMsVXwHaE7?w=265&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00013.jpg,https://tse3.mm.bing.net/th/id/OIP.zpk02XmX6BYVuUSsR8t8ggHaFj?w=235&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00014.jpg,https://tse1.mm.bing.net/th/id/OIP.MKTxUGMVc5SpZJvO5uxwPAHaE7?w=265&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00015.jpg,https://tse1.mm.bing.net/th/id/OIP.U1aJF1rKX9CT2SQ1UMbJHwHaGG?w=215&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00016.jpg,https://tse3.mm.bing.net/th/id/OIP.J1W7EIyypjDukPUymCRVPAHaED?w=289&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00017.jpg,https://tse3.mm.bing.net/th/id/OIP.z62fU4oeoJlxNaeoqwdT1AHaEm?w=253&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00018.jpg,https://tse4.mm.bing.net/th/id/OIP.2dGgiEkKV8CyMKO2fb4icgHaEK?w=280&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00019.jpg,https://tse4.mm.bing.net/th/id/OIP.diCzJQdwKk_h2VLxduVgMAAAAA?w=158&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00020.jpg,https://tse3.mm.bing.net/th/id/OIP.I0Ua2-HciE-4E6TEEQPffAHaD4?w=261&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00021.jpg,https://tse1.mm.bing.net/th/id/OIP.c1gi5qyHJ7p3cRSxYCk1rAHaDw?w=264&h=177&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00022.jpg,https://tse3.mm.bing.net/th/id/OIP.eJpCTe284QouAkXpCaelzAHaE8?w=204&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00023.jpg,https://tse3.mm.bing.net/th/id/OIP.D13whybZ_4-ksntwJGzZOgHaED?w=251&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00024.jpg,https://tse3.mm.bing.net/th/id/OIP.NxexNJpu-NssAYEMCstP2wHaE8?w=274&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00025.jpg,https://tse4.mm.bing.net/th/id/OIP.zXuu49z9gANxezsnMnjrMAAAAA?w=183&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00026.jpg,https://tse4.mm.bing.net/th/id/OIP.sPp5rEgUE7nKYxvqK5e4WAAAAA?w=183&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00027.jpg,https://tse4.mm.bing.net/th/id/OIP.uFmOQqAhtjarSGjzG55cUwHaD-?w=340&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00028.jpg,https://tse4.mm.bing.net/th/id/OIP.G-jeEQC4rcwd3-3XjtTJcwHaHa?w=152&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00029.jpg,https://tse2.mm.bing.net/th/id/OIP.H6Bu5ivJCcpkKYGRGwxoRAHaD-?w=284&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00030.jpg,https://tse1.mm.bing.net/th/id/OIP.SApZ1UOjNii5_Pn1UdLIgAHaEt?w=239&h=180&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00031.jpg,https://tse2.mm.bing.net/th/id/OIP.xD3zXOk1Czz7auryT0XrcwHaHa?w=183&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00032.jpg,https://tse1.mm.bing.net/th/id/OIP.dm6WzVgGvo39qv8e3cWbwgHaHa?w=183&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00033.jpg,https://tse3.mm.bing.net/th/id/OIP.E-fCNEeFsWe9EWxwlqzkMgHaHa?w=183&h=183&c=7&r=0&o=5&pid=1.7,Tikuli Art Bihar
00034.jpg,https://thvnext.bing.com/th/id/OIP.Y4dTestnsXFFG-mmsU6EVAHaJ4?w=133&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00035.jpg,https://thvnext.bing.com/th/id/OIP.SNhaB7TerGXgNvdnRhWHKQHaD-?w=330&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00036.jpg,https://thvnext.bing.com/th/id/OIP.0Z8dlG3uBfsij_-vxsuYkwHaHS?w=178&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00037.jpg,https://thvnext.bing.com/th/id/OIP.D_3quISHXWeL-o-ovEvW8QHaJ4?w=118&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00038.jpg,https://thvnext.bing.com/th/id/OIP.ESB7m_GvFRQ7RoRhfJeIUgHaJ4?w=118&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00039.jpg,https://thvnext.bing.com/th/id/OIP.OOIa0ez_hmDghND1PfJ6mAHaHa?w=157&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00040.jpg,https://thvnext.bing.com/th/id/OIP.Jn8YPjMODqFtWwnwHEKFnAHaEC?w=289&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00041.jpg,https://thvnext.bing.com/th/id/OIP.rjqHjTthH3zx7yXU4hSSRgHaEC?w=290&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00042.jpg,https://thvnext.bing.com/th/id/OIP.Wx3cbFRR1lShA44z5kO8TAHaHf?w=157&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00043.jpg,https://thvnext.bing.com/th/id/OIP.mnOth4uZnlizynBKjbnEzgHaJ4?w=119&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00044.jpg,https://thvnext.bing.com/th/id/OIP.38yG2j2NOAZ1FWgYqvg86AHaJ4?w=119&h=180&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00045.jpg,https://thvnext.bing.com/th/id/OIP.0ASa2GyoYGQdBNzDmjOsswHaJ4?w=140&h=186&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00046.jpg,https://thvnext.bing.com/th/id/OIP.oxB0hm7ZZTVGhwMPeaR3nAHaFd?w=253&h=186&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
00047.jpg,https://thvnext.bing.com/th/id/OIP.CEUTg7I-06yXY7IHF_5GJgHaJ4?w=140&h=186&c=7&r=0&o=5&cb=ucfimg2&pid=1.7&ucfimg=1,Tikuli Art Bihar
